name,valence,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,Dan The Automator,Bob Dylan,Vladimir Horowitz,Stevie Wonder,Franz Joseph Haydn,Snoop Dogg,St. Louis Symphony,Panic! At The Disco,Irina Salkow,Al Green,Cold,André Previn,Sonny Clark,Sugar Chile Robinson,Wink,Ted Hawkins,Kid Koala,Cher,Robert Schumann,Αντώνης Διαμαντίδης,"Crosby, Stills & Nash",Billy Talent,Mulatu Astatke,Eddie Cochran,Lata Mangeshkar,Merle Haggard & The Strangers,José Luis Perales,Jean Ritchie,Rage Against The Machine,Mindless Self Indulgence,John Prine,Paul Simon,The Miracles,Johnny Cash,Luther Henderson,Janis Joplin,Lennie Tristano,Benjamin Britten,Gabriela Robin,Unspecified,Jerome Kern,Elton John,Spice Girls,Martin Jones,Maroon 5,The Four Freshmen,Эрнест Хемингуэй,Dimitris Arapakis,Teddy Wilson,Francisco Canaro,Julie London,Merle Haggard,Pro Arte Quartet,Andy Griggs,George Harrison,Bat For Lashes,Kacey Musgraves,Gabriele Santini,Matthew West,Graciela Beltran,Gary Wright,Ignacio Corsini,Arun Kumar,Daz Dillinger,Claude Debussy,The Rolling Stones,James Brown,Mouthy Raw,Craig David,Big Brother & The Holding Company,Dyablo,Tex Beneke,Gal Costa,Shanta Apte,Ricardo Arjona,Red Hot Chili Peppers,Orchestra Sinfonica Di Torino Della Rai,Roger Voudouris,Crystal Gayle,Georgette Heyer,Eileen Farrell,Glenn Miller Orchestra,Billie Holiday,Ernesto Fama,Derek & The Dominos,Flo Rida,LMFAO,Sara Evans,George Jones,Dinah Washington,Lookas,Genesis,Maria Callas,Bob Luman,Fleetwood Mac,Charlo,NB Ridaz,Los Felinos,Boosie Badazz,Lead Belly,The Alan Parsons Project,Van Morrison,Lil Rob,Jaganmoy Mitra,Lil Jon,Webbie,Bebe & Cece Winans,Giuseppe Verdi,Sage The Gemini,Elvis Presley,Frankie Ballard,Luther Henderson Orchestra,Umm Kulthum,Deltron 3030,Maynard Ferguson,Henry Mancini,Del The Funky Homosapien,Adolescent's Orquesta,Muddy Waters,T.G. Sheppard,Antônio Carlos Jobim,Shamshad Begum,Toots & The Maytals
Someplace Else - Remastered 2004,0.46894409937888204,0.673469387755102,0.7216908336816386,0.6725663716814159,0.317092649939817,0.4077420930516547,0.0,0.0,0.8181818181818182,0.21129188665014548,0.7721220654402987,1.0,0.02687830687830688,0.6697153834909895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dekho Sakhiyan Kaisi Chhai Badri,0.3923395445134576,0.1326530612244898,0.9246455325852811,0.4446902654867257,0.2283221803305172,0.27646843326413484,0.0,0.0,0.5454545454545454,0.08307294472578387,0.7536959382938999,0.0,0.040952380952380955,0.5832602476560379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Pescado Nadador,1.0,0.6020408163265306,0.5056746937594444,0.8440265486725663,0.21006705453784247,0.5451215044571988,0.0,0.0008173277661795407,0.36363636363636365,0.039543152677513196,0.7059165620887026,1.0,0.0780952380952381,0.6141232850967863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDFR (feat. Sage the Gemini & Lookas),0.7142857142857143,0.9591836734693877,0.0,0.7267699115044248,0.21988746123373978,0.836162331583018,0.0,0.005574112734864301,0.45454545454545453,0.018424738713500706,0.9349576076642895,1.0,0.07767195767195768,0.7615997410678862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Baby,0.9782608695652174,0.6224489795918368,0.4664903707037907,0.5851769911504425,0.2572964757117861,0.5125574958277365,0.0,0.0,0.0,0.26516539166038144,0.648771081387163,1.0,0.033756613756613756,0.7522604355906366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallen Leaves,0.9461697722567288,0.8673469387755102,0.0003476352763399029,0.7853982300884955,0.24039745797999057,0.8198803272682866,0.0,2.1711899791231732e-06,0.2727272727272727,0.021333907984053442,0.9336414557252609,1.0,0.04560846560846561,0.6423604585604209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haydn: String Quartet No. 51 in G Major, Op. 64 No. 4, Hob. III, 66: IV. Finale (Presto)",0.7805383022774327,0.14285714285714285,0.9326833424428512,0.5929203539823009,0.270279617650338,0.2500101762526967,0.0,0.14509394572025053,0.6363636363636364,0.2242215278526021,0.5904930978543663,1.0,0.07312169312169312,0.3781400739209422,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Real Fine Place to Start,0.2153209109730849,0.8571428571428571,0.0007294312445744785,0.6471238938053097,0.33034883376982116,0.7974925713355314,0.0,0.0009081419624216076,0.7272727272727273,0.10031246632905937,0.9717486455878303,1.0,0.04338624338624339,0.6314237089937146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Send Me Some Lovin',0.8167701863354038,0.46938775510204084,0.013660257852940233,0.5210176991150443,0.13497370834120226,0.738470305694631,0.0,1.1064718162839248e-05,0.09090909090909091,0.15310850123909064,0.8375623641761808,1.0,0.0744973544973545,0.9840934243772055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Number's Boogie,0.7950310559006212,0.3469387755102041,0.11584091566729898,0.8473451327433627,0.1216242351982853,0.35380795375910773,0.0,0.031106471816283926,0.7272727272727273,0.07660812412455555,0.4965259710446574,0.0,0.054391534391534394,0.5403067510284199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen",0.36853002070393376,0.41836734693877553,1.0,0.4623893805309734,2.9579538240654574e-05,0.001068506533154231,0.0,0.9645093945720251,0.6363636363636364,0.03016916280573214,0.0,1.0,0.04920634920634921,0.3629904570987074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Really Want to Know You - Remastered Version,0.7287784679089028,0.6122448979591837,0.2092804552615503,0.6349557522123893,0.38489805298377905,0.49627549151300526,0.0,3.152400835073069e-05,0.09090909090909091,0.009589483891822008,0.6402007896911635,1.0,0.03608465608465609,0.6501023199482135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Are You Lonesome Tonight,0.1977225672877847,0.42857142857142855,0.9216313538886924,0.39269911504424776,0.21269963344126072,0.08841128342899011,0.0,0.0007327766179539666,0.6363636363636364,0.0626010128218942,0.5152887882219706,1.0,0.054497354497354496,0.34429618492764513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
What Shall I Say? (with Teddy Wilson & His Orchestra),0.7712215320910973,0.12244897959183673,0.8050831109539273,0.8738938053097345,0.20581215172937908,0.16452965360035812,0.0,0.0,0.7272727272727273,0.09061523542721692,0.6653301092712192,1.0,0.0891005291005291,0.6038651882478231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm Glad There Is You,0.17184265010351968,0.3469387755102041,0.9618204031765424,0.5420353982300885,0.12256395437469994,0.06286888916025564,0.0,0.001010438413361169,0.9090909090909091,0.06583342312250835,0.5788313795108813,0.0,0.042433862433862435,0.6546440727515713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Τζαβέλαινα,0.5031055900621118,0.09183673469387756,0.9778960228916824,0.4258849557522124,0.20854257064390105,0.39858346562461844,0.0,0.005177453027139875,0.45454545454545453,0.3201163667708221,0.7508799853080714,1.0,0.08105820105820107,0.5468635803629225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapitel 225 - Der Page und die Herzogin,0.4089026915113872,0.05102040816326531,0.29970581615921293,0.7201327433628317,0.09072726983137387,0.16249440306101684,0.0,0.0,0.7272727272727273,0.06583342312250835,0.39144807321477737,0.0,1.0,0.44709641044916354,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro: Wedding Song,0.5072463768115942,0.3163265306122449,0.995981095071215,0.6504424778761061,0.0,0.14112427239793218,0.0,1.9937369519832985e-05,0.36363636363636365,0.015192328412886546,0.6693397814575618,1.0,0.06232804232804233,0.6828916870262483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saiyan Dil Mein Aana Re,0.9057971014492754,0.30612244897959184,0.9527778670867761,0.779867256637168,0.30984111237266576,0.43318272479342207,0.0,0.07964509394572027,0.0,0.060446072621484756,0.8880964769979492,1.0,0.055767195767195764,0.534882749691996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Take A Whiff On Me (126-A-3),0.9917184265010351,0.14285714285714285,0.9789007491238787,0.7046460176991151,0.09687753843633459,0.43012984898441,0.0,0.00908141962421712,0.9090909090909091,0.060446072621484756,0.7421260445043005,1.0,0.04592592592592593,0.5934556996387479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estan Lloviendo Lagrimas,0.994824016563147,0.7755102040816326,0.6845159630903772,0.7710176991150443,0.21092258579772602,0.5502096308055522,0.0,1.5657620041753654e-06,0.45454545454545453,0.0005387350501023602,0.7997306479752686,1.0,0.029841269841269842,0.5827016642652801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tere Dukh Ke Din Phirenge,0.37370600414078675,0.22448979591836735,0.9638298556409349,0.3993362831858407,0.14194992866780587,0.3019090650059022,0.0,0.022651356993736955,0.7272727272727273,0.04665445533886436,0.7216491689877873,1.0,0.037460317460317465,0.42934703167742067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It All Started With a Beer - Single Version,0.3799171842650105,0.9591836734693877,0.4062067967720156,0.5984513274336284,0.3282259330637803,0.5084869947490537,0.0,0.0,0.18181818181818182,0.08953776532701219,0.8115760154265251,1.0,0.02687830687830688,0.3863308901835493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
It's O.K.,0.17494824016563137,0.7142857142857143,0.3720461048773431,0.5221238938053097,0.3497052285246864,0.3700899580738389,0.0,0.0,0.5454545454545454,0.08846029522680747,0.7051207492883597,1.0,0.03428571428571429,0.6781828812462152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Down The Road Apiece,0.9565217391304348,0.4489795918367347,0.5950953284249108,0.43473451327433627,0.18767079339147608,0.7791753164814588,0.0,0.0001304801670146138,0.18181818181818182,0.01864023273354164,0.7545223592788712,1.0,0.05195767195767196,0.9312420388815802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Rhythm,0.9824016563146998,0.4897959183673469,0.6774828794650034,1.0,0.08970336273842815,0.5379981275695038,0.0,0.0,0.45454545454545453,0.19728477534748415,0.7829267546141838,1.0,0.0687830687830688,0.5786297479588214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Payasa - Remasterizado,0.6821946169772257,0.0,1.0,0.5685840707964602,0.10457504442619109,0.12382464281353034,0.0,1.0,0.0,0.06583342312250835,0.25459887974044265,1.0,0.0728042328042328,0.36476539497588173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheesha Ho Ya Dil Ho,0.5621118012422359,0.3673469387755102,0.867376137350095,0.4734513274336283,0.5755108727556525,0.6519721577726217,0.0,1.0751565762004177e-06,0.36363636363636365,0.11755198793233489,0.8661504086192648,1.0,0.09703703703703705,0.6692298857775271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm a Ram,0.9099378881987578,0.5102040816326531,0.2615262193357554,0.9380530973451326,0.3047443303988914,0.5023812431310294,0.0,0.5396659707724426,1.0,0.1735804331429803,0.7470233540448715,0.0,0.07365079365079365,0.42336444695023906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver Wings,0.4554865424430642,0.9081632653061225,0.8080972896505161,0.6017699115044248,0.16473527450949163,0.2805389343428176,0.0,0.00010751565762004176,0.36363636363636365,0.10785475703049241,0.6124391662330507,1.0,0.029206349206349208,0.5498078890768234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastermind,0.2587991718426501,0.8061224489795918,0.0015432594926534416,0.8196902654867256,0.27477115676472663,0.6631660357389995,0.0,0.007891440501043737,0.0,0.037280465467083294,0.764990358421842,0.0,0.039576719576719585,0.49181962454843486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
I'm Old Fashioned - Remastered,0.598343685300207,0.2653061224489796,0.7578609780407035,0.40929203539823006,0.13342647095630647,0.3660194569951561,0.0,0.0,0.09090909090909091,0.12401680853356321,0.6184077622356219,1.0,0.04634920634920635,0.6689688655014722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cocaine and Toupees,0.6304347826086957,0.8061224489795918,0.012555058997524356,0.8407079646017699,0.03588908128229574,0.8839907192575407,1.0,0.04718162839248434,0.09090909090909091,0.2080594763495313,0.7803862752900126,1.0,0.1291005291005291,0.5692225772097976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,0.3136645962732919,1.0,0.10378420088094396,0.952433628318584,0.755593376913853,0.8188627019986161,0.0,0.8288100208768268,0.36363636363636365,0.04708544337894624,0.8330017446665239,0.0,0.1291005291005291,0.6682119067009125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
